;title;description
448;[Melodi] MinioPreprod coupure de connexion;"Pendant un traitement qui lit un csv déposé sur minio, la connexion est coupée et arrête le traitement.

```
java.lang.RuntimeException: Error parsing CSV.
	at com.opencsv.bean.CsvToBean$CsvToBeanIterator.readSingleLine(CsvToBean.java:394) ~[opencsv-5.9.jar!/:na]
	at com.opencsv.bean.CsvToBean$CsvToBeanIterator.next(CsvToBean.java:410) ~[opencsv-5.9.jar!/:na]
	at fr.insee.melodi.service.bo.ChargementProducteurCommun.chargerViaBase(ChargementProducteurCommun.java:325) ~[!/:0.27.4]
	at fr.insee.melodi.service.bo.ChargementProducteurCommun.readCsv(ChargementProducteurCommun.java:253) ~[!/:0.27.4]
	at fr.insee.melodi.service.bo.ChargementProducteurCommun.chargerFichier(ChargementProducteurCommun.java:206) ~[!/:0.27.4]
	at fr.insee.melodi.service.bo.ChargementProducteurCommun.chargerFichier(ChargementProducteurCommun.java:160) ~[!/:0.27.4]
	at fr.insee.melodi.controller.bo.ChargementController.lambda$validerFichierDonneesAgregees$0(ChargementController.java:69) ~[!/:0.27.4]
	at fr.insee.utils.model.ExecutorServiceCloseable.lambda$execute$0(ExecutorServiceCloseable.java:64) ~[utils-1.1.0.jar!/:1.1.0]
	at org.springframework.core.task.SimpleAsyncTaskExecutor$TaskTrackingRunnable.run(SimpleAsyncTaskExecutor.java:402) ~[spring-core-6.1.13.jar!/:6.1.13]
	at java.base/java.lang.Thread.run(Unknown Source) ~[na:na]
Caused by: java.net.ProtocolException: unexpected end of stream
	at okhttp3.internal.http1.Http1ExchangeCodec$FixedLengthSource.read(Http1ExchangeCodec.kt:379) ~[okhttp-4.12.0.jar!/:na]
	at okhttp3.internal.connection.Exchange$ResponseBodySource.read(Exchange.kt:281) ~[okhttp-4.12.0.jar!/:na]
	at okio.RealBufferedSource$inputStream$1.read(RealBufferedSource.kt:161) ~[okio-jvm-3.6.0.jar!/:na]
	at java.base/java.io.FilterInputStream.read(Unknown Source) ~[na:na]
	at java.base/sun.nio.cs.StreamDecoder.readBytes(Unknown Source) ~[na:na]
	at java.base/sun.nio.cs.StreamDecoder.implRead(Unknown Source) ~[na:na]
	at java.base/sun.nio.cs.StreamDecoder.lockedRead(Unknown Source) ~[na:na]
	at java.base/sun.nio.cs.StreamDecoder.read(Unknown Source) ~[na:na]
	at java.base/java.io.InputStreamReader.read(Unknown Source) ~[na:na]
	at java.base/java.io.BufferedReader.fill(Unknown Source) ~[na:na]
	at java.base/java.io.BufferedReader.implReadLine(Unknown Source) ~[na:na]
	at java.base/java.io.BufferedReader.readLine(Unknown Source) ~[na:na]
	at java.base/java.io.BufferedReader.readLine(Unknown Source) ~[na:na]
	at com.opencsv.stream.reader.LineReader.readLine(LineReader.java:41) ~[opencsv-5.9.jar!/:na]
	at com.opencsv.CSVReader.getNextLine(CSVReader.java:367) ~[opencsv-5.9.jar!/:na]
	at com.opencsv.CSVReader.primeNextRecord(CSVReader.java:235) ~[opencsv-5.9.jar!/:na]
	at com.opencsv.CSVReader.flexibleRead(CSVReader.java:610) ~[opencsv-5.9.jar!/:na]
	at com.opencsv.CSVReader.readNext(CSVReader.java:204) ~[opencsv-5.9.jar!/:na]
	at com.opencsv.bean.concurrent.SingleLineReader.readNextLine(SingleLineReader.java:49) ~[opencsv-5.9.jar!/:na]
	at com.opencsv.bean.CsvToBean$CsvToBeanIterator.readLineWithPossibleError(CsvToBean.java:364) ~[opencsv-5.9.jar!/:na]
	at com.opencsv.bean.CsvToBean$CsvToBeanIterator.readSingleLine(CsvToBean.java:391) ~[opencsv-5.9.jar!/:na]
	... 9 common frames omitted
```
Lorsque l'utilisateur tente une deuxième fois il n'y a pas de coupure."
449;Impossible d'accéder au machine par leur nom court;Plusieurs utilisateurs du cluster de KubeDev se plaignent de ne pas accéder a leur BDD par leur nom court depuis mercredi 02/10/2024 alors que cela fonctionnait mardi. L'erreur remontée est du type unknownHostException
450;Suppression de namespaces conjoncture plus utilisés;"Plusieurs namespaces ont été créés pour conjoncture au fil des mois/années.  
Un seul est utilisé aujourd'hui : **projet-conjoncture** => **A CONSERVER**

Les 2 autres sont **A SUPPRIMER** : **projet-depouillement-conj** et **projet-conjoncture-depouillement**"
451;MinioPreprod suppression de fichier par l'application ne fonctionne pas;L'application melodi fait des nettoyages de fichier sur minio, le code fonctionne bien sur KubeDev mais pas sur KubePreprod.
452;Demande d'augmentation de quotas;"Bonjour, 
voilà ce qu'il me reste niveau quota:

`
│ Name:                       projet-filiere-enquete-preparer-collecter-lab-config-quotas                                                                                                                                                     │ Namespace:                  projet-filiere-enquete-preparer-collecter-lab                                                                                                                                                                   │ Resource                    Used     Hard                                                                                                                                                                                                   │ --------                    ----     ----                                                                                                                                                                                                   │ count/pods                  7        40                                                                                                                                                                                                     │ limits.cpu                  13100m   16                                                                                                                                                                                                     │ limits.ephemeral-storage    3472Mi   5Gi                                                                                                                                                                                                    │ limits.memory               18688Mi  50Gi                                                                                                                                                                                                   │ requests.cpu                1612m    4                                                                                                                                                                                                      │ requests.ephemeral-storage  7Mi      40Mi                                                                                                                                                                                                   │ requests.memory             3330Mi   5Gi                                                                                                                                                                                                    │ requests.storage            18Gi     50Gi
`

Nous avons encore bcp d'apps à déployer ds ce namespace.

Pourriez-vous me mettre les limites suivantes SVP :

`
│ count/pods                  40                                                                                                                                                                                                     │ limits.cpu                  64                                                                                                                                                                                                     │ limits.ephemeral-storage    20Gi                                                                                                                                                                                                    │ limits.memory               128Gi
`

Merci à vous."
453;Demande d'accès VAULT pour poc-siera-spark;"Demande d'accès à Vault depuis un cluster Kubernetes

## Informations

- KubeDev
- Vault concerné : hors-prod
- Nom du namespace : poc-siera-spark
- Nom du quartier : EP
- Nom de l'application : ARC et ARC-CTS plateforme DV1 et DV2

- Informations complémentaires : 
Nous parlons ici de deux applications pour deux plateformes, soit 4 jeux de secrets."
454;Creation namespace AN IAHS PP/PD/DMZ + vault HP/PD/DMZ;"Demande de création de namespace iahs

## Informations

- cluster concerné : KubePP, KubeProd, KubeDMZ
- Nom du namespace : projet-iahs
- lien vers dépôt gitlab des fichiers de déploiement : https://gitlab.insee.fr/iahs/utils/depot-kubeprod
- Adresse mail de l'équipe pour envoi des alertes : dsi-ahs@insee.fr
- quartier de l'application déployée dans ce namespace : AN
- liste idep à ajouter sur sugoi pour l'initialisation : YNKC89, FRZ6IR, ZX80FJ, BUSL4W, VIH86P 
- Ressources nécessaires : (valeurs à modifier selon les besoins)
    - Nombre max de pods autorisés sur le namespace : 40
    - Nombre de cpu :
        - requests : 100m 
        - limits :1000m
    - mémoire :
        - requests : 100Mi
        - limits : 1Gi
    - Storage :
        - requests : 50Mi
    - Ephemeral Storage :
        - requests : 10Mi
        - limits : 100Mi

- Informations complémentaires (Vault, MinIo ...) : Nous avons besoin d'accès a vault pour récupérer des secrets d'accès a Keycloak, sugoi, ..

=> Quartier AN

/!\ En créant ce ticket, je reconnais avoir lu les [conditions générales d'utilisation du cluster](https://kubernetes.gitlab-pages.insee.fr/kubeapp/documentation/charte_usage)"
455;Demande de création de namespace DDC de préproduction;"Demande de création de namespace DDC de préproduction

## Informations

- cluster concerné : KubePP 
- Nom du namespace : projet-ddc
- lien vers dépôt gitlab des fichiers de déploiement : https://gitlab.insee.fr/prix-la-consommation/ddc/argocd-ddc-preprod
- Adresse mail de l'équipe pour envoi des alertes : ci45-donnees-de-caisses@insee.fr
- Ressources nécessaires : semblable à ddc-prod"
456;[Melodi] KubePreprod KubeProd augmenter les limites de ressources;"En tant que maintenance Melodi, je souhaite augmenter les limites de ressources sur

- [x] KubePreprod projet-melodi-interne
- [x] KubeProd projet-melodi

```yml
    limits:
      cpu: 10
      memory: 50Gi
      ephemeralStorage: 50Gi # augmenter ceci
    request:
      cpu: 5
      memory: 16Gi
      storage: 20Gi
      ephemeralStorage: 10Gi
```
Merci d'avance"
457;Demande de création de namespace creacartes;"Je souhaiterais qu’un namespace sur KubeDev soit créé pour cette applications :

Creacartes :
-	Nom de l’espace de travail : creacartes
-	Ideps des utilisateurs : J87R0I, FO627P, ZSMAY9, EH98R0, FGHTGP, NDIACM, EF1753
-	Quartier associé à l’application : GE
-	Timbre de la division métier propriétaire de l'application déployée : DG75-L130
-	Timbre de l'équipe de maintenance : DR45-SNDI
-	Nom du Bucket S3 : creacartes
-	Cas d’usage : déploiement appli standard (IHM+tomcat)
-	Mail de contact : david.odet@insee.fr"
458;Demande d'accès à Vault depuis un cluster Kubernetes pour REM et Protools;"Demande d'accès à Vault depuis un cluster Kubernetes

## Informations

- cluster concerné (KubeDev, KubePP, KubeProd ou KubeDMZ) : KubeDev
- Vault concerné (hors-prod, prodinterne, dmz): hors-prod
- Nom du namespace : projet-filiere-enquete-preparer-collecter-lab
- Nom du quartier : st
- Nom de l'application : rem et protools

- Informations complémentaires :"
459;Changement de destination pour le collecteur ElasticSearch;"En tant qu'équipe observabilité, je souhaite que les logs et les métriques soient envoyés vers le nouveau collecteur : `http://dvobservlp212.ad.insee.intra:8200`.

DONE :

- [x] les événements de KubeDev sont transférés vers `http://dvobservlp212.ad.insee.intra:8200`"
460;KubeDEV Namespace projet-am3ds mettre au même niveau les limit/request en ephemeral storage : 50 Gi du namespace projet-am3DS;"En tant que projet am3ds, je souhaite mettre à jour les limit/request en ephemeral storage du namespace associé :

```yml
    limits:
      ephemeralStorage: 50Gi
    request:
      ephemeralStorage: 50Gi
```"
461;KubeProd mettre à jours les limit/request du namespace projet-melodi;"En tant que maintenance Melodi, je souhaite mettre à jour les limit/request du namespace associé :
```yml
    limits:
      cpu: 10
      memory: 50Gi
      ephemeralStorage: 25Gi
    request:
      cpu: 5
      memory: 16Gi
      storage: 20Gi
      ephemeralStorage: 10Gi
```"
462;[PROD] [ESANE]  demande de déploiment d'un deuxième chart dans le namespace `projet-esane`;"Bonjour,

Nous avons besoin de déployer un second chart Helm avec une configuration différente en production (accès à une autre base de production).

Nous aimerions utiliser le namespace existant `projet-esane` mais utiliser un prefix `diff-` pour différencier les objets créer par ce chart.


## Informations

- cluster concerné KubeProd : 
- Nom du namespace : projet-esane (si pas possible d'utiliser un prefix) 
- lien vers dépôt gitlab des fichiers de déploiement :  https://gitlab.insee.fr/domaine-sse/esane/livraison-esane2/-/tree/main/diff (MR en cour de relecture : https://gitlab.insee.fr/domaine-sse/esane/livraison-esane2/-/merge_requests/11)
- Adresse mail de l'équipe pour envoi des alertes : ci44-maintenance-esane@insee.fr
- liste idep à ajouter sur sugoi pour l'initialisation : j4q7zf,mmdeg5,xw7vx6,bj7xp0,p2jy5i,p42mzg,z11r88,y5hzyu,efvlbl,t9ij7i,tj2lu2,oovj6j,rg5b93,wwpgfw,v4l5tv,vum4nx,n047ma,r61pvm,vum4nx
- Ressources nécessaires : (valeurs à modifier selon les besoins) 
    - **Nous n'avons pas besoin de ressource supplémentaire si on utilise la méthode du préfixe**
    - Nombre max de pods autorisés sur le namespace : 10
    - Nombre de cpu :
        - requests : 4
        - limits : 16
    - mémoire :
        - requests : 50Gi
        - limits : 5Gi
    - Storage :
        - requests : 10Gi 
        - limits : 15Gi
    - Ephemeral Storage :
        - requests : 1Gi
        - limits : 5Gi

- Informations complémentaires :
  - **Nous n'avons pas besoin de créer un nouveau secret si on utilise la méthode par préfixe**
  - création du rôle pour récupérer les secrets de Vault prod interne.
  - ticket tuleap de la demande métier : https://tuleap.insee.fr/plugins/tracker/?aid=6872


/!\ En créant ce ticket, je reconnais avoir lu les [conditions générales d'utilisation du cluster](https://kubernetes.gitlab-pages.insee.fr/kubeapp/documentation/charte_usage)"
463;"ArgoWorkflow - permettre facilement l'accès à une ""vue"" de templates";"En tant qu'utilisateur d'argoWorkflow, je souhaite pouvoir accéder facilement à une liste de templates de workflow avec un/des labels précis.

Le besoin sous-jacent est de ne pas faire apparaître une partie des templates à des utilisateurs potentiellement profanes sur le fonctionnement back (des personnes du métier par exemple) et rendre plus difficile l'exécution de workflows de ""bas niveau"" qui ne doivent pas être lancés seuls. Autrement dit permettre aux utilisateurs d'accéder à une page de template workflow qui ne contient que les templates qui ont une valeur métier.

Définition du DONE:

* Je peux accéder via url ou sur l'UI argoWorkflow en un clic à ma page de template filtrés sur un/des labels"
